					
0.01	10	1.1	0.11	11	89
0.015	15	1.68	0.112	11.2	88.8
0.025	25	3.4	0.136	13.6	86.4
0.05	50	15	0.3	30	70
0.075	75	34	0.453333333	45.33333333	54.66666667
0.1	100	56	0.56	56	44
0.125	125	92	0.736	73.6	26.4
0.15	150	120	0.8	80	20
0.175	175	152	0.868571429	86.85714286	13.14285714
0.2	200	182	0.91	91	9
0.225	225	223	0.991111111	99.11111111	0.888888889
ノイズ率	null	訂正できなかった誤りの個数 null null			訂正成功率
